PLOT_ID,CENTER_LON,CENTER_LAT,SIZE_M,SHAPE,FLAGGED,ANALYSES,SAMPLE_POINTS,USER_ID,ANALYSIS_DURATION,COLLECTION_TIME,PL_LONGITUDE,PL_LATITUDE,PL_PLOTID,PL_MAPID,PL_CLASS,2016 COVER:PRIMARY TREE,2016 COVER:SECONDARY TREE,2016 COVER:PLANTATION TREE,2016 COVER:MANGROVE,2016 COVER:HERBACEOUS VEGETATION,2016 COVER:SHRUB VEGETATION,2016 COVER:PARAMO VEGETATION,2016 COVER:CROPS,2016 COVER:NATURAL WATER,2016 COVER:ARTIFICIAL WATER,2016 COVER:WETLAND VEGETATION,2016 COVER:HOUSING STRUCTURE,2016 COVER:INFRASTRUCTURE,2016 COVER:ROADS AND LOTS,2016 COVER:SETTLEMENT VEGETATION,2016 COVER:BARE GROUND,2016 COVER:SNOW/ICE,2016 COVER:OTHER,2016 COVER:CLOUDS/UNINTERPRETABLE,2014 COVER:PRIMARY TREE,2014 COVER:SECONDARY TREE,2014 COVER:PLANTATION TREE,2014 COVER:MANGROVE,2014 COVER:HERBACEOUS VEGETATION,2014 COVER:SHRUB VEGETATION,2014 COVER:PARAMO VEGETATION,2014 COVER:CROPS,2014 COVER:NATURAL WATER,2014 COVER:ARTIFICIAL WATER,2014 COVER:WETLAND VEGETATION,2014 COVER:HOUSING STRUCTURE,2014 COVER:INFRASTRUCTURE,2014 COVER:ROADS AND LOTS,2014 COVER:SETTLEMENT VEGETATION,2014 COVER:BARE GROUND,2014 COVER:SNOW/ICE,2014 COVER:OTHER,2014 COVER:CLOUDS/UNINTERPRETABLE
11,-78.92565287,-3.066572676,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:11:58.891285,-78.92565287,-3.066572676,480,1138,21,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
12,-78.49586956,-1.300157898,30.0,square,true,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:15:38.727704,-78.49586956,-1.300157898,481,524,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-78.8887789,-0.83128628,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:19:41.955439,-78.8887789,-0.83128628,482,1076,20,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-78.65109754,-2.624785756,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:22:56.630687,-78.65109754,-2.624785756,483,1059,20,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-78.96790068,-4.305396438,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:28:21.426710,-78.96790068,-4.305396438,484,575,15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
16,-79.04922586,-1.985307345,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:30:48.649595,-79.04922586,-1.985307345,485,33,14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-78.03672436,-1.621667976,30.0,square,true,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:34:46.551208,-78.03672436,-1.621667976,486,1196,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-79.3136197,-4.377590712,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:39:20.614327,-79.3136197,-4.377590712,487,24,14,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-77.19042446,0.052312552,30.0,square,true,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:40:36.290539,-77.19042446,0.052312552,488,1244,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-78.07125562,-1.764838663,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T22:46:45.036963,-78.07125562,-1.764838663,401,1908,29,88.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-79.97440983,-2.065114676,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:43:57.285409,-79.97440983,-2.065114676,489,648,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0
22,-78.71338943,-1.20029264,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T22:50:29.572509,-78.71338943,-1.20029264,402,293,15,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-78.43423326,-0.393929137,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T22:54:43.389823,-78.43423326,-0.393929137,403,421,15,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-79.6075959,-3.456227894,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T23:01:32.074926,-79.6075959,-3.456227894,404,1668,27,0.0,0.0,0.0,0.0,88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-80.81641302,-1.089696749,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T23:11:29.575115,-80.81641302,-1.089696749,405,316,15,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-78.67307324,-1.639048172,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T23:14:50.023036,-78.67307324,-1.639048172,406,1562,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-80.57755364,-2.158484076,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T23:27:08.885436,-80.57755364,-2.158484076,407,172,15,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,-79.33244392,-3.472331672,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T23:31:08.506243,-79.33244392,-3.472331672,408,259,15,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,-78.53093693,-0.924086972,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T23:37:41.723166,-78.53093693,-0.924086972,409,2077,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30,-78.77735437,-4.141328655,30.0,square,true,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:45:14.714377,-78.77735437,-4.141328655,490,97,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-78.09417679,0.014411786,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:50:07.495134,-78.09417679,0.014411786,491,69,14,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,-78.74437605,-2.639061023,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:53:29.385783,-78.74437605,-2.639061023,492,387,15,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33,-79.40089984,-3.987111035,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T05:56:44.056315,-79.40089984,-3.987111035,493,461,15,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
34,-79.26500783,-3.440469409,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T06:00:21.807005,-79.26500783,-3.440469409,494,192,15,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,-79.59167624,-1.331673876,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T06:06:32.029150,-79.59167624,-1.331673876,495,1831,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,-76.47410679,-0.149037515,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T06:11:13.335475,-76.47410679,-0.149037515,496,1018,19,56.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,-80.62496311,-2.437776633,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T06:14:16.299623,-80.62496311,-2.437776633,497,758,17,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
38,-80.73498118,-1.065534664,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T23:40:50.339813,-80.73498118,-1.065534664,410,1134,21,0.0,0.0,0.0,0.0,72.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,-79.43162003,-2.204395666,30.0,square,true,0,25,kcmccallum@fs.fed.us,,2019-02-15T06:15:16.619762,-79.43162003,-2.204395666,498,1987,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,-78.26851134,-2.745730021,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T23:44:08.511907,-78.26851134,-2.745730021,411,1242,22,68.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-79.38059127,-3.871769329,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T06:18:25.184668,-79.38059127,-3.871769329,499,153,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
42,-79.60588995,-3.514561127,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T23:51:44.238934,-79.60588995,-3.514561127,412,1048,20,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,-80.43522076,-1.829225942,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-13T23:57:39.746107,-80.43522076,-1.829225942,413,264,15,0.0,84.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,-78.45663432,-0.189488819,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-14T00:07:47.091140,-78.45663432,-0.189488819,414,681,16,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,-79.81414957,-1.224604668,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-14T00:11:32.955635,-79.81414957,-1.224604668,415,41,14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,-79.69133381,0.941351111,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-14T00:18:31.048927,-79.69133381,0.941351111,416,1924,30,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
47,-79.14976506,-4.622695201,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-14T00:22:24.296016,-79.14976506,-4.622695201,417,856,19,0.0,0.0,0.0,0.0,12.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,-79.99249526,-2.43853567,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-14T00:26:17.852662,-79.99249526,-2.43853567,418,718,17,0.0,0.0,0.0,84.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,-78.03407563,0.363527733,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-14T00:34:27.224234,-78.03407563,0.363527733,419,1278,23,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
50,-78.15526442,0.283597649,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-14T01:55:09.405815,-78.15526442,0.283597649,420,593,15,0.0,0.0,0.0,0.0,56.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
51,-80.72973277,-2.048325374,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-14T01:59:22.877815,-80.72973277,-2.048325374,421,1768,28,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0
52,-78.75803041,-2.20786813,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T06:43:34.318448,-78.75803041,-2.20786813,422,1315,23,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,-78.52958063,-3.086064488,30.0,square,false,0,25,kcmccallum@fs.fed.us,,2019-02-15T06:37:30.142111,-78.52958063,-3.086064488,423,1891,29,0.0,56.0,0.0,0.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
