PLOT_ID,CENTER_LON,CENTER_LAT,SIZE_M,SHAPE,FLAGGED,ANALYSES,SAMPLE_POINTS,USER_ID,ANALYSIS_DURATION,COLLECTION_TIME,PL_LONGITUDE,PL_LATITUDE,PL_PLOTID,PL_ORIGID,PL_CLASS,PL_MAPA,PL_VALID_FIN,2016 COVER:PRIMARY TREE,2016 COVER:SECONDARY TREE,2016 COVER:PLANTATION TREE,2016 COVER:MANGROVE,2016 COVER:HERBACEOUS VEGETATION,2016 COVER:SHRUB VEGETATION,2016 COVER:PARAMO VEGETATION,2016 COVER:CROPS,2016 COVER:NATURAL WATER,2016 COVER:ARTIFICIAL WATER,2016 COVER:WETLAND VEGETATION,2016 COVER:HOUSING STRUCTURE,2016 COVER:INFRASTRUCTURE,2016 COVER:ROADS AND LOTS,2016 COVER:SETTLEMENT VEGETATION,2016 COVER:BARE GROUND,2016 COVER:SNOW/ICE,2016 COVER:OTHER,2016 COVER:CLOUDS/UNINTERPRETABLE,2014 COVER:PRIMARY TREE,2014 COVER:SECONDARY TREE,2014 COVER:PLANTATION TREE,2014 COVER:MANGROVE,2014 COVER:HERBACEOUS VEGETATION,2014 COVER:SHRUB VEGETATION,2014 COVER:PARAMO VEGETATION,2014 COVER:CROPS,2014 COVER:NATURAL WATER,2014 COVER:ARTIFICIAL WATER,2014 COVER:WETLAND VEGETATION,2014 COVER:HOUSING STRUCTURE,2014 COVER:INFRASTRUCTURE,2014 COVER:ROADS AND LOTS,2014 COVER:SETTLEMENT VEGETATION,2014 COVER:BARE GROUND,2014 COVER:SNOW/ICE,2014 COVER:OTHER,2014 COVER:CLOUDS/UNINTERPRETABLE
34,-76.79681448,-1.430552767,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:44:25.114740,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
37,-78.2686892,0.29651505,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:45:56.221912,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
40,-78.16022791,-3.056526727,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:46:51.650530,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,-78.77362501,-1.084929678,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:49:25.281595,,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-78.67731439,-0.870070926,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:51:16.923830,,,,,,,,0,12,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-76.28056972,0.023350978,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:52:34.323920,,,,,,,,0,0,0,0,0,60,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,40,0,0,0,0,0
52,-78.57329443,0.330754502,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:54:14.050337,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,-79.450296,-3.252080892,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:55:30.301285,,,,,,,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
58,-80.01071793,0.675834468,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:56:50.864393,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,-79.1312532,0.330876132,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T04:01:47.029281,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,-80.41873111,-0.457611416,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T04:03:59.384414,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,-77.47421434,-2.399450252,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T04:22:55.958397,,,,,,,,0,0,0,0,0,80,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,20,0,0,0,0,0
70,-80.76819088,-1.261623242,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T04:28:58.931183,,,,,,,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0,0,0,0,0
73,-75.34608762,-0.099741113,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T05:09:34.978163,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
76,-79.42225103,-2.863523259,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T05:10:28.535831,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,-78.91076073,1.111452964,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T14:01:01.296494,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,-80.09643782,-3.436591671,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T14:01:44.442337,,,,,,,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
88,-77.4125268,-2.299604516,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T14:05:56.806761,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,-76.82734737,-1.342183255,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T14:07:25.981808,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,-76.4516044,0.046728672,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T14:08:53.976340,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,-76.16272606,-1.725793354,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T14:11:04.206748,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,-78.82348215,-1.072490019,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T14:14:38.747534,,,,,,,,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
100,-79.91604738,-1.896137319,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T14:15:29.228309,,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,-78.67917116,-3.926120698,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T14:18:10.513599,,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,-79.20384002,-4.952553345,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-08T23:20:02.433313,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,-79.97750121,-3.543932225,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-08T23:25:15.707591,,,,,,,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
224,-76.84863506,0.169381696,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:24:14.616716,,,,,,,,0,40,0,0,0,20,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,0,0
227,-79.66326559,-0.10508877,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:25:22.873039,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,-78.27808331,0.404961799,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:30:03.573938,,,,,,,,0,0,0,0,44,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
233,-76.06802734,-1.148769436,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:31:57.192911,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,-79.94585608,-2.467659642,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:34:10.619004,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,-77.67418172,-0.375197667,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:35:41.219589,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,-76.95544374,-1.462337164,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:36:21.934385,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,-79.48133457,-1.100022158,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T13:56:05.554933,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,-78.66983369,-1.694219656,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T13:58:46.086340,,,,,,,,0,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,-78.20241448,0.890464257,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:39:56.289194,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,-78.51929011,-3.128735411,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:41:50.614320,,,,,,,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
257,-76.46199838,-0.720857139,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:42:49.512952,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,-78.48363121,-0.161144797,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:45:16.252066,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,16,60,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,60,24,0,0,0,0
263,-79.86575438,-1.666260157,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:46:04.145620,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
266,-76.76770369,0.165845278,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:46:58.184005,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,-76.95201476,-0.523143277,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:47:59.247196,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,-79.02329183,-3.524478652,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T02:49:28.733666,,,,,,,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
275,-79.50218257,-2.817777998,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T13:59:51.993681,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,-78.64700025,-2.821238549,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:11:48.343151,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
281,-76.47308182,-0.187851485,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:13:53.908108,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,-78.4817162,-0.321939759,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:15:07.604103,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
287,-78.55085025,-2.168885824,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:17:04.678442,,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,-76.14597931,-0.415743312,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:18:55.864826,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,-77.0672722,0.177009413,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:19:52.690967,,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,-79.05864204,-4.902570592,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:21:13.421936,,,,,,,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
299,-77.95795746,-1.125140753,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:23:00.715677,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,-80.6823969,-0.968466861,30,square,FALSE,0,25,pmaus@fs.fed.us,,2019-02-11T03:24:44.140581,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
